Hostname,BIOS Serial Number,Processor,Total Physical Memory,Storage,System Model,System Manufacturer,Last Logged In User,Device Health,MAC Addresses
CSNP-NRB,5CD409CSNP,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,jwanyoike,All good,"00090faa0001, 5a9671ac2350, 00090ffe0001, 589671ac2350, 2c58b9d9f80c"
CTANGA-KLA,5CG1492L5Z,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,15.68 GB,"C:\ 2.173908E11, D:\ 2.936002E11",HP EliteBook 830 G8,HP,ctanga,All good,"f47b09e51ffb, f67b09e51ffa, f47b09e51ffa, 00090ffe0001"
CW7-NRB,5CD106JCW7,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,11.68 GB,C:\ 5.111022E11,HP ProBook 450 G8 Notebook PC,HP,enyamamba,All good,"00090ffe0001, 00090faa0001, 401c83e07b86, 421c83e07b85, 401c83e07b89, 401c83e07b85, 6c02e080d553"
DAKINYI,5CD4101Q74,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,"C:\ 4.937294E11, D:\ 5.35806E8, E:\ 1.048471E10",HP ProBook 450 15.6 inch G10 Notebook PC,HP,dakinyi,Critical,"2c58b9dcb9b7, 5a9671a50076, 589671a50076, 589671a50077"
DANKAINEDI-KLA,5CG2471PQB,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,15.73 GB,"C:\ 2.174285E11, D:\ 2.936013E11",HP EliteBook 830 G8 Notebook PC,HP,mtumwebaze,Critical,"00090ffe0001, 00090faa0001, 3ce9f7711a7a, 3ce9f7711a79"
DDDUMBA-KLA,5CG9456QMP,Intel(R) Core(TM) i5-8365U CPU @ 1.60GHz,7.81 GB,"C:\ 1.354666E11, D:\ 1.184943E11",HP EliteBook 830 G6,HP,dddumba,Critical,"0068ebe00120, 94e6f7d3b8ab, 96e6f7d3b8aa, 00090ffe0001, 94e6f7d3b8aa, 94e6f7d3b8ae, 000000000000"
DESKTOP-3KPAN7F,1H84261TGW,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,"C:\ 4.038769E11, D:\ 1.072064E11",HP ProBook 450 15.6 inch G10 Notebook PC,HP,CMURIUKI,Critical,"fa6dcc643e5e, fe6dcc643e5e, f86dcc643e5e, 28c5c86136a9"
DESKTOP-4VD974R,5CD4101Q6L,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,"C:\ 5.047824E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,Godhiambo,All good,"5a9671a4ff4a, 5e9671a4ff4a, 589671a4ff4a, 2c58b9dcb98d, 589671a4ff4b"
DESKTOP-9E09Q4I,5CD2166KQ4,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,"C:\ 4.053402E11, D:\ 1.048566E11",HP ProBook 450 G8 Notebook PC,HP,bwere,All good,"8469934ee671, b03cdcca705c, 00090ffe0001, b03cdcca705b, b23cdcca705b"
DESKTOP-E4G9V2D,5CD22987GX,12th Gen Intel(R) Core(TM) i5-1235U,7.64 GB,"C:\ 4.892832E11, D:\ 2.097047E10",HP ProBook 450 15.6 inch G9 Notebook PC,HP,DLOCKWOOD,All good,"3203c8bfa0b1, 3603c8bfa0b1, 3003c8bfa0b1, 3003c8bfa0b2, 5c60ba74c3ed"
DESKTOP-G2NF9FQ,5CD3466Q7K,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.047688E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,bonyango,All good,"d0ad089eceef, e4601714e1ce, e6601714e1cd, e4601714e1cd, e4601714e1d1"
DESKTOP-L9NPR9H,5CD047574Z,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,15.8 GB,"C:\ 2.487201E11, D:\ 5.801211E11, E:\ 4.194294E11",HP ProBook 450 G7,HP,hachollah,All good,"3024a97d66d6, dc41a9c84aa2, de41a9c84aa1, dc41a9c84aa1"
DESKTOP-LIFR3H3,CND127HVSF,Intel(R) Core(TM) i3-1005G1 CPU @ 1.20GHz,7.78 GB,C:\ 5.112123E11,HP 250 G8 Notebook PC,HP,wonunga,All good,"489ebdf712ce, 00090faa0001, 666c80f3b8c3, e66c80f3b8c3, 00090ffe0001, 646c80f3b8c3"
DESKTOP-M11CG14,5CD3466Q7H,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.047688E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,Hmomanyi,Redeployment required,"d0ad089eceed, e460171e0227, e460171e0226"
DESKTOP-O8HHFDB,5CD3466Q7T,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.04774E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,terrythiga,Needs attention,"e46017143891, e46017143890, e46017143894, d0ad089ecedd"
DESKTOP-SVET2Q7,5CD4101Q6S,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,"C:\ 4.937294E11, D:\ 5.35806E8, E:\ 1.048471E10",HP ProBook 450 15.6 inch G10 Notebook PC,HP,bkimathi,All good,"5a9671a4ff46, 589671a4ff46, 2c58b9dcb97c"
DESKTOP-V4V873R,5CD22987H4,12th Gen Intel(R) Core(TM) i5-1235U,7.64 GB,"C:\ 2.945794E11, D:\ 5.35806E8, E:\ 2.097142E11",HP ProBook 450 15.6 inch G9 Notebook PC,HP,dkurere,Unverified,"00090faa0001, 3203c8bfa659, 00090ffe0001, 3003c8bfa659, 5c60ba74c01c"
DHSHETTY-KLA,CND141DJP6,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,15.73 GB,C:\ 2.549749E11,HP EliteBook X360 1040 G8,HP,dshetty,All good,"5ce42ad18612, 5ee42ad18611, 00090ffe0001, 5ce42ad18611"
DNASSAKA-KLA,FBST160,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,15.74 GB,"C:\ 1.280899E11, D:\ 1.262611E11",Latitude 7400 2-in-1,Dell Inc.,dnassaka,All good,"60f262427deb, 62f262427dea, 00090ffe0001, 60f262427dea"
DONGAYA-KLA,CND20628M1,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,15.68 GB,"C:\ 2.417272E11, D:\ 2.684344E11",HP EliteBook x360 1030 G8 Notebook PC,HP,dongaya,All good,"00090faa0001, 4c034f880091, 4e034f880090, 00090ffe0001, 4c034f880090, 4c034f880094, 9a858d5a5858"
DOTIENO,5CD4101Q7Y,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,"C:\ 4.937294E11, D:\ 5.35806E8, E:\ 1.048471E10",HP ProBook 450 15.6 inch G10 Notebook PC,HP,duncanotieno,Unverified,"5a9671a50068, 589671a50068, 2c58b9d9f979"
DSAMIR-KLA,5CG2471P39,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,15.73 GB,"C:\ 2.56338E11, D:\ 2.538057E11",HP EliteBook 830 G8 Notebook PC,HP,sdin,All good,"00090ffe0001, 3ce9f7a5b5cd, 3ee9f7a5b5cc, 3ce9f7a5b5cc, 3ce9f7a5b5d0, 000000000000"
DT9J-NRB,5CD513DT9J,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,fmulianga,Critical,"00090ffe0001, 00090faa0001, ec8e77f457fa, ee8e77f457f9, ec8e77f457f9, ec8e77f457fd, 24fbe3c6a854"
DT9Q-NRB,5CD513DT9Q,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,lawuor,All good,"00090ffe0001, 00090faa0001, ec8e77f6226a, ee8e77f62269, ec8e77f62269, ec8e77f6226d, 24fbe3c6a84c"
DT9R-NRB,5CD513DT9R,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,pkibe,Critical,"00090ffe0001, 00090faa0001, ec8e77f46489, ee8e77f46488, ec8e77f46488, 24fbe3c6a84d"
DT9X-NRB,5CD513DT9X,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,wanjirus,All good,"00090ffe0001, 00090faa0001, 24fbe3c6a850, ec8e77f464a7, ee8e77f464a6, ec8e77f464a6"
DT9Y-NRB,5CD513DT9V,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,dbiwot,Unverified,"24fbe3c6a84e, ec8e77f45859, 00090ffe0001, ec8e77f45858"
DTBD-NRB,5CD513DTBD,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.024493E11, D:\ 8.577352E9",HP ProBook 450 15.6 inch G10 Notebook PC,HP,mjohn,All good,"ec8e77f457d2, ee8e77f457d1, 00090ffe0001, 0e5da28e72b3, 24fbe3c6a7f1"
DTBH-NRB,5CD513DTBH,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,mnjogo,Critical,"00090ffe0001, 00090faa0001, ec8e77f6221f, ec8e77f6221e, ec8e77f62222, 24fbe3c6a7e4"
DTBM-NRB,5CD513DTBM,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.110392E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,rlipesa,All good,"00090ffe0001, 00090faa0001, ec8e77f45804, ee8e77f45803, ec8e77f45803, 24fbe3c6a7e6"
DTBN-NRB,5CD513DTBN,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,psyomiti,All good,"00090ffe0001, 00090faa0001, ec8e77f45818, ee8e77f45817, ec8e77f45817, ec8e77f4581b, 24fbe3c6a7e7"
DTBV-NRB,5CD513DTBV,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,emwihaki,All good,"00090ffe0001, 00090faa0001, 24fbe3c6a7e1, ec8e77f452a0, ee8e77f4529f, ec8e77f4529f"
DTC8-NRB,5CD513DTC8,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,kmutsotso,Unverified,"00090ffe0001, 00090faa0001, ec8e77f82b32, ee8e77f82b31, ec8e77f82b31, ec8e77f82b35, 24fbe3c6a7d3"
DTCG-NRB,5CD513DTCG,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.110392E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,dnyanje,Unverified,"00090faa0001, ec8e77fce695, ee8e77fce694, 00090ffe0001, ec8e77fce694, 24fbe3c6221f"
EGESSAS-KLA,5CG2471PCY,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,15.73 GB,"C:\ 2.174285E11, D:\ 2.936013E11",HP EliteBook 830 G8 Notebook PC,HP,segessa,Unverified,"00090faa0001, 00090ffe0001, 3ce9f7a5b3a2, 3ee9f7a5b3a1, 3ce9f7a5b3a1, 3ce9f7a5b3a5"
ESQP-NRB,PF27ESQP,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,15.75 GB,C:\ 1.023312E12,20U9001KUE,LENOVO,nishith,All good,"00090faa0001, 002b6755536d, ccf9e4830b04, cef9e4830b03, 00090ffe0001, ccf9e4830b03"
EVKS-NRB,PF27EVKS,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,15.75 GB,C:\ 5.106848E11,20U9001KUE,LENOVO,bngunya,Critical,"00090faa0001, 002b67f1fcfc, ccd9acceb630, ced9acceb62f, 00090ffe0001, ccd9acceb62f, ccd9acceb633"
EVLE,PF27EVLE,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,15.75 GB,C:\ 1.02287E12,20U9001KUE,LENOVO,pkahi,All good,"00090faa0001, 002b67f208aa, dc1ba174cc79, de1ba174cc78, 00090ffe0001, dc1ba174cc78, dc1ba174cc7c"
EWAKHUNGU,5CD33044W7,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 5.04774E11, D:\ 5.35806E8",HP ProBook 450 15.6 inch G10 Notebook PC,HP,elviswakhungu,Critical,"bc0ff38da8c4, ce5ef831cdb7, cc5ef831cdb7, cc5ef831cdb8"
EZAMAIA-KLA,5CD63026NY,Intel(R) Core(TM) i7-6500U CPU @ 2.50GHz,7.91 GB,"C:\ 1.505496E11, D:\ 1.048566E11",HP Spectre x360 Convertible,HP,iezama,All good,"00090faa0001, a402b945c848, a602b945c847, 00090ffe0001, a402b945c847"
F14Z-NRB,5CD330F14Z,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.110822E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,svijedi,All good,"421a586e1f9f, 00090ffe0001, 401a586e1f9f, 644ed7181e64"
F15X-NRB,5CD330F15X,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.111022E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,No Data,Unverified,"00090ffe0001, 00090faa0001, 644ed7181e0a, 421a586e1e89, 401a586e1e89, 401a586e1e8a"
F166-NRB,5CD330F166,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.110623E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,mkaranja,Critical,"644ed7181e09, 421a586e1e83, 461a586e1e83, 00090ffe0001, 401a586e1e83"
F16F-NRB,5CD330F16F,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.110623E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,lwanjiru,Critical,"421a586dd45d, 461a586dd45d, 00090ffe0001, 401a586dd45d, 644ed7181dfc"
F173-NRB,5CD330F173,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,"C:\ 5.110749E11, M:\ 1.099512E12",HP ProBook 450 15.6 inch G10 Notebook PC,HP,dnganga,All good,"00090ffe0001, 421a586e1d1f, 461a586e1d1f, 401a586e1d1f, 644ed7181f5c"
F186-NRB,5CD330F186,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,mmuchangi,All good,"421a586e1b57, 461a586e1b57, 00090ffe0001, 401a586e1b57, 644ed7181fb1"
F18D-NRB,5CD330F18D,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,jkaranja,All good,"00090ffe0001, 00090faa0001, 421a586e2a65, 461a586e2a65, 401a586e2a65, 401a586e2a66, 644ed7181fa9"
F193-NRB,5CD330F193,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.110707E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,ebarasa,Critical,"00090faa0001, 421a586e2b29, 00090ffe0001, 401a586e2b29, 644ed7181efa"
F19D-NRB,5CD330F19D,13th Gen Intel(R) Core(TM) i5-1335U,7.64 GB,C:\ 5.111326E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,dmukami,Redeployment required,"421a586e2ad1, 00090ffe0001, 401a586e2ad1, 401a586e2ad2, 644ed7181ef3"
F3Q-NRB,5CD2166KPX,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.105286E11,HP ProBook 450 G8 Notebook PC,HP,mkimathi,Critical,"b03cdcca6d4b, b23cdcca6d4a, 00090ffe0001, b03cdcca6d4a, 8469934eefb7"
F649-NKR,5CD347F649,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,"C:\ 2.995037E11, D:\ 1.571281E11, E:\ 5.347632E10",HP ProBook 450 15.6 inch G10 Notebook PC,HP,SGITHUA,All good,"421a58e55fb8, 461a58e55fb8, d0ad08a697cc, 00090ffe0001, aab594d92d2b, 401a58e55fb9"
F6C-NRB,5CD2140F6C,12th Gen Intel(R) Core(TM) i5-1240P,7.64 GB,C:\ 5.105831E11,HP ProBook 450 15.6 inch G9 Notebook PC,HP,jnjihia,All good,"00090faa0001, 8469934861ac, 847b5746061e, 867b5746061d, 00090ffe0001, 847b5746061d, 847b57460621"
FISI,CZ284208T1,Intel(R) Xeon(R) Silver 4110 CPU @ 2.10GHz,63.65 GB,"C:\ 1.572219E12, D:\ 8.388608E12",ProLiant DL380 Gen10,HPE,No Data,Critical,"5480284b7a0d, 5480284b7a0f, 5480284b7a0e, 00155d01140b, 5480284b7a0c"
FMT14-NBI,PF4N9JNG,13th Gen Intel(R) Core(TM) i5-1335U,15.6 GB,C:\ 5.097222E11,21HD003RUE,LENOVO,fmacharia,Unverified,"00090faa0001, fc5cee10a9dc, 28c5d2182fe1, 2ac5d2182fe0, 00090ffe0001, 28c5d2182fe0"
FQ81-NRB,5CD140FQ81,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.113079E11,HP ProBook 450 G8 Notebook PC,HP,andegwa,Critical,"00090faa0001, e070eaaa7bbc, 0c9a3c818b21, 0e9a3c818b20, 00090ffe0001, 0c9a3c818b20, 0c9a3c818b24"
FTBBNBR,5CD151FTBB,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.109533E11,HP ProBook 450 G8 Notebook PC,HP,vmburu,All good,"cc153167f88c, c85acfb9db0b, 00090ffe0001, cc153167f88b, cc153167f88f"
FWM5-NRB,5CD120FWM5,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.110822E11,HP ProBook 450 G8 Notebook PC,HP,skaruga,All good,"00090faa0001, 4c796e8d1464, 00090ffe0001, 4c796e8d1463, b0227af0eb82"
FWPF,5CD120FWPF,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.119872E11,HP ProBook 450 G8 Notebook PC,HP,smundia,Unverified,"b0227af0e985, 4c796e8fdc5d, 00090ffe0001, 4c796e8fdc5c, 4c796e8fdc60"
FWYV-NRB,5CD120FWYV,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.68 GB,C:\ 5.112049E11,HP ProBook 450 G8 Notebook PC,HP,psimran,Unverified,"00090ffe0001, 00090faa0001, 4c796e906ae2, 4c796e906ae1, 4c796e906ae5, 3024a991db34"
FWZL,5CD120FWZL,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.115153E11,HP ProBook 450 G8 Notebook PC,HP,dnyaboke,Redeployment required,"b0227af19591, 4c796e906af1, 4e796e906af0, 00090ffe0001, 4c796e906af0, 4c796e906af4"
FXG2,5CD151FXG2,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.109826E11,HP ProBook 450 G8 Notebook PC,HP,jmwaniki,All good,"ac74b1ae40d0, ae74b1ae40cf, 00090ffe0001, ac74b1ae40cf, ac74b1ae40d3, c85acfb9f137"
FYL5-NRB,5CD151FYL5,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.110309E11,HP ProBook 450 G8 Notebook PC,HP,lakinyi,All good,"ac74b1ac1e3b, 00090ffe0001, ac74b1ac1e3a, c85acfb9cf32"
GHTF-NRB,5CD052GHTF,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,ijiwaji,All good,"683e263de4ed, 6a3e263de4ec, 3024a991da01, 00090ffe0001, 683e263de4ec, 683e263de4f0"
GJ23-NRB,5CD052GJ23,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.111022E11,HP ProBook 450 G8 Notebook PC,HP,hnkatha,All good,"00090ffe0001, 00090faa0001, 683e26779d41, 6a3e26779d40, 683e26779d40, 683e26779d44, 3024a991db3c"
GJ2F-NRB,5CD052GJ2F,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 4.99096E11,HP ProBook 450 G8 Notebook PC,HP,zjiwa,All good,"00090faa0001, 683e2641688e, 00090ffe0001, 683e2641688d, 683e26416891"
GJDK-NRB,5CD052GJDK,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,makinyi,All good,"683e263da73f, 6a3e263da73e, 00090ffe0001, 683e263da73e, 683e263da742, 3024a98ff118"
GK0N-NRB,5CD052GK0N,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.110822E11,HP ProBook 450 G8 Notebook PC,HP,jwandati,All good,"fcb3bc5eb14b, feb3bc5eb14a, 00090ffe0001, fcb3bc5eb14a, 3024a9902295"
GKLM,5CD052GKLM,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.115153E11,HP ProBook 450 G8 Notebook PC,HP,sndumbi,All good,"3024a991dd58, 683e267362e4, 6a3e267362e3, 00090ffe0001, 683e267362e3"
HEAH,PF26HEAH,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz,7.21 GB,C:\ 3.3236E11,20N3S97E00,LENOVO,kchege,All good,"f875a4e9c258, 0433c21bf897, 00090ffe0001, 0433c21bf896"
HJK0-NKR,PF4HHJK0,13th Gen Intel(R) Core(TM) i7-1355U,15.68 GB,C:\ 1.023126E12,21HM007KUE,LENOVO,achandria,All good,"7413eaa3a459, 00090ffe0001, 7413eaa3a458, 7413eaa3a45c"
HJKY-NRB,PF4HHJKY,13th Gen Intel(R) Core(TM) i7-1355U,15.68 GB,C:\ 1.023115E12,21HM007KUE,LENOVO,mkimundu,All good,"00090faa0001, 7413eaa3f436, 7613eaa3f435, 00090ffe0001, 7413eaa3f435"
HJLV-NRB,PF4HHJLV,13th Gen Intel(R) Core(TM) i7-1355U,15.68 GB,C:\ 1.022981E12,21HM007KUE,LENOVO,jngure,All good,"00090ffe0001, 00090faa0001, 949aa98400ba, e8c829912423, e8c829912422, e8c829912426"
INAPO-KLA,YX0B26Q6,Intel(R) Core(TM) Ultra 7 155U,15.43 GB,"C:\ 5.132759E11, D:\ 5.085447E11",83DJ,LENOVO,iinapo,Redeployment required,"dc45461aaf7d, de45461aaf7c, 00090ffe0001, dc45461aaf7c, dc45461aaf80"
INTERN2-KLA,5CG6076DKN,Intel(R) Core(TM) i5-5300U CPU @ 2.30GHz,7.87 GB,"C:\ 2.168686E11, D:\ 2.831155E11",HP EliteBook 840 G2,Hewlett-Packard,intern2,All good,"fc3fdbffcca6, 648099c383d2, 668099c383d1, 648099c383d1, 648099c383d5"
ITD4-NRB,1H84261TD4,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.11207E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,user,All good,"28c5c86135a3, fa6dcc640ad2, fe6dcc640ad2, 00090ffe0001, f86dcc640ad2"
ITJX-NRB,1H84261TJX,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,mmbogo,Critical,"fa6dcc643c4c, fe6dcc643c4c, 00090ffe0001, c24f3af80f62, 28c5c86137af"
ITK2-NRB,1H84261TK2,13th Gen Intel(R) Core(TM) i5-1335U,15.64 GB,C:\ 5.112123E11,HP ProBook 450 15.6 inch G10 Notebook PC,HP,jkinyanjui,All good,"fa6dcc64189a, fe6dcc64189a, 00090ffe0001, f86dcc64189a, f86dcc64189b, 28c5c8613659"
J2QX-NRB,5CD124J2QX,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 2.550483E11,HP ProBook 450 G8 Notebook PC,HP,wchristine,Needs attention,"00090faa0001, 00ffc3c576c2, ec63d7fadc97, 00090ffe0001, ec63d7fadc96, ec63d7fadc9a, 489ebd2d81a6"
J3BC-NRB,5CD124J3BC,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,shahp,All good,"14857f1d150b, 16857f1d150a, 00090ffe0001, 14857f1d150a, 14857f1d150e, 489ebd2d844d"
J422-NRB,5CD124J422,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,15.73 GB,C:\ 5.11098E11,HP ProBook 450 G8 Notebook PC,HP,asingh,Critical,"489ebd2cd9cc, 14857f22f1ba, 00090ffe0001, 14857f22f1b9, 14857f22f1bd"
J4FS,5CD047561R,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,11.8 GB,C:\ 5.107394E11,HP ProBook 450 G7,HP,ckiprotich,Critical,"b0227adeabfd, dc41a9cd6cc6, 00090ffe0001, dc41a9cd6cc5"
J5BS-NRB,5CD124J5BS,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.112123E11,HP ProBook 450 G8 Notebook PC,HP,lkimani,All good,"ec63d7ff1a1e, 00090ffe0001, ec63d7ff1a1d, ec63d7ff1a21, 489ebd2df9e6"
J5CT-NRB,5CD124J5CT,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,11.73 GB,C:\ 5.110707E11,HP ProBook 450 G8 Notebook PC,HP,dwaithaka,All good,"00090ffe0001, 00090faa0001, 14857f1eeb15, 14857f1eeb14, 489ebd2d92ed"
J5FR,5CD124J5FR,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.115153E11,HP ProBook 450 G8 Notebook PC,HP,lkavugwi,Critical,"489ebd2d932e, 14857f24e92f, 16857f24e92e, 00090ffe0001, 14857f24e92e"
J5LP-NRB,5CD124J5LP,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.11098E11,HP ProBook 450 G8 Notebook PC,HP,sayiera,Unverified,"00090ffe0001, ec63d7fbd1f1, ec63d7fbd1f0, ec63d7fbd1f4, 489ebd2d9226"
J5P8-NRB,5CD124J5P8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.115153E11,HP ProBook 450 G8 Notebook PC,HP,jkathure,Critical,"489ebd2cdb95, 5414f340952b, 5614f340952a, 00090ffe0001, 5414f340952a, 5414f340952e"
J5PR-NRB,5CD124J5PR,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.11098E11,HP ProBook 450 G8 Notebook PC,HP,mkaur,All good,"ec63d7fae840, 00090ffe0001, ec63d7fae83f, ec63d7fae843"
J5RC-NRB,5CD124J5RC,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.68 GB,C:\ 5.11098E11,HP ProBook 450 G8 Notebook PC,HP,fkimani,Unverified,"00090faa0001, ec63d7fae836, 00090ffe0001, ec63d7fae835, 489ebd2cd8f6"
J5RP,5CD124J5RP,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,7.73 GB,C:\ 5.115153E11,HP ProBook 450 G8 Notebook PC,HP,mnyawira,Needs attention,"489ebd2cdb63, ec63d7fd0841, ee63d7fd0840, 00090ffe0001, 00ffc543b229, 00090ffe0001, 00090ffe0001, ec63d7fd0840, ec63d7fd0844"
